Datetime,Open,High,Low,Close,Adj Close,Volume
2024-03-06 09:30:00-05:00,16.93000030517578,16.940000534057617,16.920000076293945,16.93000030517578,16.93000030517578,169209
2024-03-06 09:31:00-05:00,16.93000030517578,17.34000015258789,16.90999984741211,17.33799934387207,17.33799934387207,63868
2024-03-06 09:32:00-05:00,17.34000015258789,17.635000228881836,17.280000686645508,17.635000228881836,17.635000228881836,73831
2024-03-06 09:33:00-05:00,17.65999984741211,17.81999969482422,17.59000015258789,17.65999984741211,17.65999984741211,76648
2024-03-06 09:34:00-05:00,17.690000534057617,17.75,17.360000610351562,17.3799991607666,17.3799991607666,39597
2024-03-06 09:35:00-05:00,17.361400604248047,17.68000030517578,17.361400604248047,17.68000030517578,17.68000030517578,40799
2024-03-06 09:36:00-05:00,17.68000030517578,17.799999237060547,17.56999969482422,17.56999969482422,17.56999969482422,26943
2024-03-06 09:37:00-05:00,17.420000076293945,17.450000762939453,17.420000076293945,17.43000030517578,17.43000030517578,34060
2024-03-06 09:38:00-05:00,17.479999542236328,17.559999465942383,17.399999618530273,17.5,17.5,23044
2024-03-06 09:39:00-05:00,17.489999771118164,17.672399520874023,17.469999313354492,17.610000610351562,17.610000610351562,12944
2024-03-06 09:40:00-05:00,17.59000015258789,17.59000015258789,17.59000015258789,17.59000015258789,17.59000015258789,9120
2024-03-06 09:41:00-05:00,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,33165
2024-03-06 09:42:00-05:00,17.469999313354492,17.479999542236328,17.389999389648438,17.43000030517578,17.43000030517578,15866
2024-03-06 09:43:00-05:00,17.399999618530273,17.440000534057617,17.360000610351562,17.360000610351562,17.360000610351562,15368
2024-03-06 09:44:00-05:00,17.25,17.264999389648438,17.2450008392334,17.2450008392334,17.2450008392334,33626
2024-03-06 09:45:00-05:00,17.25,17.290000915527344,17.179899215698242,17.18000030517578,17.18000030517578,27403
2024-03-06 09:46:00-05:00,17.209999084472656,17.389999389648438,17.209999084472656,17.388599395751953,17.388599395751953,36580
2024-03-06 09:47:00-05:00,17.354999542236328,17.389999389648438,17.354999542236328,17.389999389648438,17.389999389648438,28970
2024-03-06 09:48:00-05:00,17.34000015258789,17.34000015258789,17.209999084472656,17.209999084472656,17.209999084472656,18621
2024-03-06 09:49:00-05:00,17.190000534057617,17.190000534057617,17.190000534057617,17.190000534057617,17.190000534057617,27639
2024-03-06 09:50:00-05:00,17.190000534057617,17.25,17.145000457763672,17.149999618530273,17.149999618530273,23728
2024-03-06 09:51:00-05:00,17.145000457763672,17.200000762939453,17.145000457763672,17.149999618530273,17.149999618530273,23333
2024-03-06 09:52:00-05:00,17.145000457763672,17.155000686645508,17.084999084472656,17.104999542236328,17.104999542236328,30234
2024-03-06 09:53:00-05:00,17.100000381469727,17.142499923706055,17.094999313354492,17.104999542236328,17.104999542236328,21200
2024-03-06 09:54:00-05:00,17.100000381469727,17.100000381469727,16.96500015258789,16.985000610351562,16.985000610351562,30793
2024-03-06 09:55:00-05:00,16.979999542236328,17.0,16.924999237060547,16.979999542236328,16.979999542236328,19444
2024-03-06 09:56:00-05:00,16.96500015258789,17.040000915527344,16.959999084472656,17.020000457763672,17.020000457763672,64275
2024-03-06 09:57:00-05:00,17.024999618530273,17.2450008392334,17.024999618530273,17.235000610351562,17.235000610351562,38176
2024-03-06 09:58:00-05:00,17.229999542236328,17.260000228881836,17.225000381469727,17.260000228881836,17.260000228881836,38196
2024-03-06 09:59:00-05:00,17.2549991607666,17.270000457763672,17.184999465942383,17.260799407958984,17.260799407958984,15441
2024-03-06 10:00:00-05:00,17.260000228881836,17.299999237060547,17.235000610351562,17.2549991607666,17.2549991607666,17672
2024-03-06 10:01:00-05:00,17.2450008392334,17.280000686645508,17.2450008392334,17.270000457763672,17.270000457763672,26399
2024-03-06 10:02:00-05:00,17.270000457763672,17.31999969482422,17.270000457763672,17.309999465942383,17.309999465942383,27211
2024-03-06 10:03:00-05:00,17.319900512695312,17.354999542236328,17.290000915527344,17.295000076293945,17.295000076293945,36219
2024-03-06 10:04:00-05:00,17.299999237060547,17.299999237060547,17.229999542236328,17.2549991607666,17.2549991607666,41679
2024-03-06 10:05:00-05:00,17.260000228881836,17.270000457763672,17.110000610351562,17.270000457763672,17.270000457763672,38108
2024-03-06 10:06:00-05:00,17.280000686645508,17.350000381469727,17.280000686645508,17.350000381469727,17.350000381469727,17572
2024-03-06 10:07:00-05:00,17.354999542236328,17.354999542236328,17.295000076293945,17.299999237060547,17.299999237060547,7970
2024-03-06 10:08:00-05:00,17.295000076293945,17.40999984741211,17.295000076293945,17.390499114990234,17.390499114990234,15244
2024-03-06 10:09:00-05:00,17.3799991607666,17.3799991607666,17.235000610351562,17.34000015258789,17.34000015258789,10419
2024-03-06 10:10:00-05:00,17.350000381469727,17.350000381469727,17.274999618530273,17.274999618530273,17.274999618530273,9594
2024-03-06 10:11:00-05:00,17.274999618530273,17.329999923706055,17.274999618530273,17.315000534057617,17.315000534057617,9002
2024-03-06 10:12:00-05:00,17.31999969482422,17.399999618530273,17.315000534057617,17.3700008392334,17.3700008392334,21785
2024-03-06 10:13:00-05:00,17.360000610351562,17.360000610351562,17.34000015258789,17.360000610351562,17.360000610351562,9168
2024-03-06 10:14:00-05:00,17.360000610351562,17.3700008392334,17.334999084472656,17.34000015258789,17.34000015258789,11282
2024-03-06 10:15:00-05:00,17.34000015258789,17.34000015258789,17.299999237060547,17.31999969482422,17.31999969482422,10864
2024-03-06 10:16:00-05:00,17.329999923706055,17.329999923706055,17.28499984741211,17.30500030517578,17.30500030517578,14480
2024-03-06 10:17:00-05:00,17.30500030517578,17.31999969482422,17.295000076293945,17.31599998474121,17.31599998474121,11295
2024-03-06 10:18:00-05:00,17.315000534057617,17.31999969482422,17.304100036621094,17.30500030517578,17.30500030517578,3378
2024-03-06 10:19:00-05:00,17.30500030517578,17.344999313354492,17.30500030517578,17.325000762939453,17.325000762939453,20414
2024-03-06 10:20:00-05:00,17.329999923706055,17.329999923706055,17.30500030517578,17.309999465942383,17.309999465942383,6472
2024-03-06 10:21:00-05:00,17.315000534057617,17.315000534057617,17.264999389648438,17.274999618530273,17.274999618530273,16317
2024-03-06 10:22:00-05:00,17.274999618530273,17.290000915527344,17.219999313354492,17.280000686645508,17.280000686645508,23684
2024-03-06 10:23:00-05:00,17.290000915527344,17.295000076293945,17.270099639892578,17.274999618530273,17.274999618530273,8628
2024-03-06 10:24:00-05:00,17.27400016784668,17.299999237060547,17.239999771118164,17.299999237060547,17.299999237060547,19119
2024-03-06 10:25:00-05:00,17.299999237060547,17.309999465942383,17.289199829101562,17.309999465942383,17.309999465942383,6803
2024-03-06 10:26:00-05:00,17.31999969482422,17.360000610351562,17.30500030517578,17.351299285888672,17.351299285888672,14921
2024-03-06 10:27:00-05:00,17.350000381469727,17.350000381469727,17.334999084472656,17.344999313354492,17.344999313354492,6522
2024-03-06 10:28:00-05:00,17.350000381469727,17.440000534057617,17.350000381469727,17.417499542236328,17.417499542236328,16462
2024-03-06 10:29:00-05:00,17.40999984741211,17.43000030517578,17.395000457763672,17.420000076293945,17.420000076293945,15077
2024-03-06 10:30:00-05:00,17.420000076293945,17.420000076293945,17.34000015258789,17.34000015258789,17.34000015258789,15563
2024-03-06 10:31:00-05:00,17.34000015258789,17.34000015258789,17.2549991607666,17.2549991607666,17.2549991607666,6778
2024-03-06 10:32:00-05:00,17.2549991607666,17.299999237060547,17.2450008392334,17.2549991607666,17.2549991607666,15821
2024-03-06 10:33:00-05:00,17.2549991607666,17.28499984741211,17.229999542236328,17.25,17.25,18052
2024-03-06 10:34:00-05:00,17.2549991607666,17.280000686645508,17.2549991607666,17.270000457763672,17.270000457763672,6574
2024-03-06 10:35:00-05:00,17.270000457763672,17.290000915527344,17.262500762939453,17.280000686645508,17.280000686645508,6964
2024-03-06 10:36:00-05:00,17.270000457763672,17.274999618530273,17.25,17.252500534057617,17.252500534057617,15746
2024-03-06 10:37:00-05:00,17.260000228881836,17.274999618530273,17.2549991607666,17.264999389648438,17.264999389648438,7017
2024-03-06 10:38:00-05:00,17.270000457763672,17.290000915527344,17.264999389648438,17.270000457763672,17.270000457763672,12280
2024-03-06 10:39:00-05:00,17.274999618530273,17.31999969482422,17.264999389648438,17.31999969482422,17.31999969482422,13209
2024-03-06 10:40:00-05:00,17.309999465942383,17.315000534057617,17.264999389648438,17.264999389648438,17.264999389648438,7094
2024-03-06 10:41:00-05:00,17.264999389648438,17.299999237060547,17.264999389648438,17.299999237060547,17.299999237060547,7007
2024-03-06 10:42:00-05:00,17.309999465942383,17.34000015258789,17.295000076293945,17.299999237060547,17.299999237060547,14426
2024-03-06 10:43:00-05:00,17.295000076293945,17.3799991607666,17.295000076293945,17.364999771118164,17.364999771118164,18266
2024-03-06 10:44:00-05:00,17.364999771118164,17.364999771118164,17.31999969482422,17.325000762939453,17.325000762939453,3162
2024-03-06 10:45:00-05:00,17.320999145507812,17.3700008392334,17.320999145507812,17.354999542236328,17.354999542236328,16979
2024-03-06 10:46:00-05:00,17.360000610351562,17.399999618530273,17.354999542236328,17.375,17.375,10265
2024-03-06 10:47:00-05:00,17.3799991607666,17.440000534057617,17.375,17.434999465942383,17.434999465942383,21289
2024-03-06 10:48:00-05:00,17.43000030517578,17.43000030517578,17.413999557495117,17.426799774169922,17.426799774169922,11656
2024-03-06 10:49:00-05:00,17.424999237060547,17.44499969482422,17.424999237060547,17.434999465942383,17.434999465942383,13769
2024-03-06 10:50:00-05:00,17.434999465942383,17.440000534057617,17.41119956970215,17.434999465942383,17.434999465942383,11650
2024-03-06 10:51:00-05:00,17.434999465942383,17.459999084472656,17.420000076293945,17.45800018310547,17.45800018310547,13407
2024-03-06 10:52:00-05:00,17.44499969482422,17.44499969482422,17.440000534057617,17.44499969482422,17.44499969482422,2616
2024-03-06 10:53:00-05:00,17.44499969482422,17.44890022277832,17.44499969482422,17.44499969482422,17.44499969482422,2348
2024-03-06 10:54:00-05:00,17.490100860595703,17.520000457763672,17.47010040283203,17.475000381469727,17.475000381469727,28136
2024-03-06 10:55:00-05:00,17.475000381469727,17.53499984741211,17.475000381469727,17.53499984741211,17.53499984741211,14251
2024-03-06 10:56:00-05:00,17.524999618530273,17.530000686645508,17.510000228881836,17.514999389648438,17.514999389648438,7262
2024-03-06 10:57:00-05:00,17.514999389648438,17.540000915527344,17.5,17.514999389648438,17.514999389648438,20385
2024-03-06 10:58:00-05:00,17.514999389648438,17.514999389648438,17.514999389648438,17.514999389648438,17.514999389648438,2237
2024-03-06 10:59:00-05:00,17.510000228881836,17.510000228881836,17.471099853515625,17.475000381469727,17.475000381469727,8537
2024-03-06 11:00:00-05:00,17.469999313354492,17.475000381469727,17.424999237060547,17.424999237060547,17.424999237060547,24654
2024-03-06 11:01:00-05:00,17.424999237060547,17.469999313354492,17.424999237060547,17.459999084472656,17.459999084472656,20296
2024-03-06 11:02:00-05:00,17.459999084472656,17.479999542236328,17.434999465942383,17.440000534057617,17.440000534057617,19809
2024-03-06 11:03:00-05:00,17.44499969482422,17.44499969482422,17.424999237060547,17.424999237060547,17.424999237060547,6034
2024-03-06 11:04:00-05:00,17.424999237060547,17.440000534057617,17.420799255371094,17.434999465942383,17.434999465942383,4924
2024-03-06 11:20:00-05:00,17.36009979248047,17.3799991607666,17.36009979248047,17.364999771118164,17.364999771118164,0
2024-03-06 11:21:00-05:00,17.364999771118164,17.399999618530273,17.364999771118164,17.385000228881836,17.385000228881836,10594
2024-03-06 11:22:00-05:00,17.385000228881836,17.415000915527344,17.385000228881836,17.395000457763672,17.395000457763672,5746
2024-03-06 11:23:00-05:00,17.395000457763672,17.395000457763672,17.28499984741211,17.30500030517578,17.30500030517578,5144
2024-03-06 11:24:00-05:00,17.299999237060547,17.30500030517578,17.295000076293945,17.30500030517578,17.30500030517578,1842
2024-03-06 11:25:00-05:00,17.299999237060547,17.30500030517578,17.28499984741211,17.28499984741211,17.28499984741211,7042
